sailnumber	name	type
ISR/ISR390	Mermaid of Delaware	Oceanis 390
NOR/NOR11620	MetaXa	X-37
NED/NED2983	Meteoor	PION (OOD)
NED/NED8085	Midnight	Dehler 36 JV
NOR/NOR15670	Mika	JPK 10.80
NOR/NOR14392	Milen	Hanse 320
NOR/NOR10738	Mimoka	ELAN 37
AUS/H20	Minna	Cole 43
NOR/NOR1458	Mira	MAXI 87
NOR/NOR3127	Mira	OMEGA 34
RUS/RUS2711	Mirabelle	Elan 350
NOR/NOR10786	Miraculix	Oceanis 323 clippe
NOR/NOR244	Miraculix J	J-80 OD
ISR/ISR317	Miralba	First 31.7
NOR/NOR9823	Miramis	ELAN 333
NOR/NOR10421	Mirasol	BAVARIA 46
NOR/NOR11247	Miss Helen	First 36.7
NOR/NOR12399	Miss Marianne	Bavaria 33 CR 05-
AUT/AUT	Miss Marple	Oceanis 461
NED/NED8630	Miss Moneypenny	BAVARIA 46 C
NED/NED8040	Missing Link	X-40
AUS/RQ3600	Mister Lucky	Sun Fast 3600 2.15
NOR/NOR14522	Mizar	Hanse 325
NOR/NOR13582	MoJo	Salona 37
NOR/NOR15285	Moin	Bavaria 38 Cruiser
NOR/NOR14438	Momentum	Elan 350
AUT/AUT16	Mona Ida	Elan 31
USA/356	Monkey Business	FAREAST 28R
NED/NED7746	Montrachet	SWAN 48 
NLS/NED8700SH	Mooi	Dehler 38C
NED/NED8700	Mooi	Dehler 38C
CRO/CRO1946	Moonflower 3	Salona 44
NOR/NOR444	Moonlight	SWAN 46
RSA/SA3274	Moonraker	Lavranos 34
CRO/CRO2440	More Amore	More 55
CRO/CRO2546	More Fun	More 55
CRO/CRO2545	More Grey	More 55
NOR/NOR14783	Morgensol	HR 34
RSA/RSA941	Morgenster	Laranos 34
NOR/NOR11956	Morild	Elan 37 dyp kjøl
NED/NED7516	Morning Cloud	Shamrock 30
RSA/RSA18	Morning Wings	Holiday 23
NOR/SWE9995	MorraDi	MUMM 36
NED/NED8037	Moshulu	X-34
NED/NED7777	Moving Intelligence	Dehler 44
RSA/RSA3171	Mr B	Lavranos 34
SWE/SWE34	Mrs Freckles	Farr 30
CRO/CRO2544	Mrs. Robinson	More 55
NOR/NOR10142	Muligheten 	Bavaria 40 AC 98-0
NED/NED8770	Muschka	75m2 nationale kru
RSA/SA4382	Mwah	J-111
NOR/NOR12102	My	First 50
NOR/NOR15113	My Life	Life 7.5
ISR/ISR217	Mythos	First 21.7
NOR/NOR396	MØY	OKSÖ 32
ESP/ESP10248_C	NABEL	FIRST 285 Q.B.
GRE/GRE795	NADA	DUFOUR 2800
ESP/ESP8137	NADIR	SWAN 42 CS
ESP/ESP4657_C	NADIR X	X-362
GER/X79445	NAE-TO-DAN	X-79 OD
GRE/GRE1745	NAFPARIS	OCEANIS 38 Cruiser
GRE/GRE872	NAFSITHOI	DISCOVERY 3000EXT
ITA/ITA10	NAFTA ECOLOGICA	TEN PF
GRE/GRE1837	NAIAS	ELAN 434 IMPRESSIO
ITA/ITA15083	NAMBAWAN	COMET 41S
GRE/GRE1844	NANY	OCEANIS 40
SWE/SWE1024	NAOMI	FIRST 40.7
FRA/FRA19408	NAOS II	FIRST 40.7 SK Mod
JPN/JPN6401	NAPOLI	VITE31 BK
ESP/ESP9215_C	NAROE	DUFOUR 405 GL
ESP/ESP6333	NARSAQ	GRAND SOLEIL 40 R
ITA/GER20	NARVAL	STREAMLINE
ITA/ITANASHI	NASHIRA	CANADOS 33
SUI/SUI8888	NASHORN	SLY 47 CRUISE
ITA/ITA9533	NASTRO AZZURRO	DUCK 31
ITA/ITA11854	NATA IV	DUFOUR 3800
GRE/GRE49393	NATALIA A	SIGMA 30
GRE/GRE49589	NATASSA	FEELING 920
ITA/ITA17402	NAUSIKAA III	SALONA 37
ESP/ESP4098_C	NAUTA	FURIA 44-J
ESP/ESP7011	NAUTIC CAFE DEL MAR	ESPADA 34
ESP/ESP10488_C	NAUTICUM 	HANSE 400
ESP/FRA3366_C	NAUTILE	DEHLER 38 (SK)
ESP/ESP8060_C	NAUTILUS	HANSE 540 E
GRE/GRE908	NAUTILUS VI	DUFOUR 38 classic
ITA/ITA16743	NAUTILUS XM	X-35 MOD
TUR/TUR1	NAYAD	SUN 2000
ESP/ESP10098_C	NAYADE	RO 400 (SK)
ITA/ITANEDRI	NEDRI	TUCANO
GRE/GRE1348	NEFELI	BAVARIA 31
GRE/GRE1762	NEFELI	SUN DANCE 36
GRE/GRE1799	NEFELI	DUFOUR 34E
ITA/ITA12389	NEFERTITI	X-99
ITA/ITA122M24	NEGHENE'	MELGES 24 OD
ITA/ITANEIGH	NEIGHBOURS	BAVARIA 44
GRE/GRE1225	NELA	OCEANIS 370
ITA/ITA1535SU	NELLARIA	SURPRISE
GRE/GRE960	NEMESIS	FIRST 42 S7
NOR/NOR11324	NEMI	Bavaria 36 CR 01-0
GRE/GRE1288	NEMO	NEPTUNE 94
GRE/GRE1206	NEMO	ATLANTIC 31
ESP/ESP10159_C	NEO	Diva 24 DC
ITA/ITA4001	NEO ZERO	NEO 400 CARBON
GRE/GRE18	NEOROS	IMX-38
GRE/GRE3033	NEPHELE	FIRST 30E
ESP/ESP10437_C	NEREIDA II	FURIA 25
ITA/ITA15634	NEREIDE	QUEEN 34
ITA/ITA17261	NEREIS	ITALIA 998 F
GER/GER7588	NEREUS	DUETTA 94
GRE/GRE13263	NESSUN DORMA	FIRST 40.7
AUS/6111	NEVER A DULL MOMENT	MKL49
ESP/ESP6464	NEW SISTERS	GRAND SOLEIL 40
USA/USA37	NEXT	DIODE 36
GER/DEN6869	NEXUS	X-41
GRE/GRE49044	NEXUS	X-402 DK Mod.
ESP/NED8001_C	NIAL	COMET 45 S
ARG/ARG4627	NICO	MAGIC 33
GER/GER6469	NICOLETTA	SYDNEY 32
ITA/ITA16481	NIENTEMALE	FIRST 40 CR
FRA/FRA38895	NIGHT AND DAY	JPK 10.10 Ca
GER/GER5039	NIGHTFEVER	GRAND SOLEIL 40R
ESP/ESP10318_C	NIGUL	DUFOUR 32 CLASSIC
ESP/ESP4112	NIHAL	ELAN 33
ITA/ITA15429	NIHAL	CANARD 42
GER/GER6717	NIKAIA VON HAMBURG	SWAN 48
GER/GER7531	NIKAJU	DEHLER 35SQ Std
GRE/GRE1752	NIKEA	BAVARIA 46 CRUISER
GRE/GRE860	NIKI	SIGMA 33
GRE/GRE776	NIKOLAOS	MIRAGE 28
GRE/GRE1185	NIKOS-ANDREAS	KATIA 28
ITA/ITA15992	NIM	DEHLER 34
ITA/ITA14331	NIMAR II	FIRST 31.7
NED/NED6218	NINA	C&C 38
GRE/GRE143	NINO III	MAXI 108
GRE/GRE1732	NINOU	GIN FIZZ
ITA/ITA4307	NIQUIDA	GRAND SOLEIL 43 BC
GRE/GRE1135	NIRIIDA	ELAN 37 SD
ESP/ESP10224_C	NIRVANA	SUN ODYSSEY 30 i
ITA/ITA30911	NIRVANA III	DUFOUR 41 CLASSIC
ESP/ESP8260	NIRVANA TRES	HANSE 470 E
GER/GER5310	NIRWANA	FIRST 36.7
ITA/ITA7607	NITA	PROTO
NOR/NOR5941	NN	ALBIN DELTA
NOR/NOR15644	NN	Elan S4
NOR/SWE131	NN	Dehler 38
NOR/NOR413	NN	Express
NOR/NOR6208	NN	OMEGA 30
NOR/NOR9330	NN	SPIRIT 42
NOR/NOR1362	NN	J-80 OD
NOR/NOR7523	NN	FENIX
NOR/NOR117	NN	11 Metre
NOR/NOR13113	NN	Bavaria 40 Cruiser
NOR/NOR11690	NN	Dufour 365
NOR/NOR13541	NN	First 31.7 LR
NOR/NOR14575	NN	Oceanis 311
NOR/NOR13416	NN	Bavaria 34 Cruiser
NOR/NOR11515	NN	Dufour 44 Performa
NOR/NOR13568	NN	Hanse 470e
NOR/NOR14055	NN	Oceanis 343
NOR/NOR311	NN	J-80 OD
NOR/NOR12271	NN	Sun OD 42.2
NOR/NOR14988	NN	Seascape 27
GER/GER1820	NO EXCUSES	PION
GER/GER7365	NO LIMIT	DELPHIA 24 OD 
GBR/GBR062	NO NAME	Seascape 18
ESP/ESP8120_C	NO NAME	X-35
AUT/AUT80	NO RELAX	IMX-38SD Mod
POR/POR054	NO STRESS	FIRST 235
ESP/ESP10356	NOCTILUCA	DEHLER 38 SKB
ESP/ESP1932_C	NOELIA TERCERA	CARTER 42
ITA/ITANOIDU	NOI DUE	FIRST 260 SPIRIT
NOR/NOR10573	NOLA	Bavaria 36 CR 01-0
ESP/ESP2697_C	NOMA	FURIA 32
ITA/ITA16177	NON MOLLARE MAI	ELAN 410
ESP/ESP9206	NONA IX	ASTRAEA 295 
FRA/FRA44032	NONETTE	FIRST 40.7 Dist DK
ITA/ITA17381	NONNALU	MAKE 25
GER/X99412	NOODLES	X-99
GER/X99438	NORDEN	X-99
GER/GER6752	NOREIA	ARCONA 400
ESP/ESP10311_C	NORTH FACE	SUN LIGHT 31 SQ
GRE/GRE124	NORTH WIND I	BAVARIA 35 MATCH
ITA/ITA563M24	NOS3SSS	MELGES 24 OD
ITA/AUT078UFO22	NOSTROMO	UFO 22
ESP/ESP7084	NOTENOM	BAVARIA 35 MATCH 
ESP/ESP4887_C	NOTICIA DOS	FIRST 40.7
ESP/ESP9647_C	NOTOS	OCEANIS 311 
SUI/SUI074	NOZOMI	ESSE 850
NED/NED6597	NRJ	J-92
ESP/ESP2525	NUBA II	PROTOTIPO TWO TON
SUI/SUI1	NUMBER ONE	OLSEN 34
ESP/GBR3257L	NUR	GRAND SOLEIL 39
ITA/ITA17143	NUR	FIRST 31.7
ITA/ITA16848	NUR	DEHLER 38 C
ESP/ESP9411_C	NUT 1	KELT 8 m.
ITA/ITA115J24	NUVOLA ROSSA	J-24
GRE/GRE1519	NYSTERI	OCEANIS 381
SUI/SUI40	NYX	Xp 33
CRO/CRO1010	Najana	Grand Soleil 40C
RSA/RSA2773	Naledi	J-120
NOR/NOR15664	Nalle	Bavaria 37 CR
NED/NED8268	Namorado de Verao	Comet 1050
NED/NED8775	Nanna II	Standfast 36
GBR/GBR68	Nautibuoys	Seascape 24
NED/NED8624	Navicula	Dufour 44 Perf
CRO/CRO2554	Navis Celere	Salona 380
NOR/NOR5263	Nefertiti	OMEGA 34
RSA/RSA31006	Nemesis	Cape 31
RSA/SA2366	Nemesis	Fast 42
NOR/NOR11356	Nemo	Elan 37 Dyp kjøl
NOR/NOR11593	Nemo	hanse 371
NED/NED7973	Nemo	Kalik 33
NOR/NOR6490	Nena	APHRODITE 101
CRO/CRO2556	Neostar III	Bavaria CR 41S
NED/NED8923	Nereide	AQUILA
NED/NED8503	Nerida	Granada 340 
NOR/NOR14703	Nerthuz	Hanse 385
NED/NED8850	New Breeze	Hanse 470e
ISR/ISR26X	New Life	MACGREGOR 26
CRO/CRO1465	New York	Bavaria 42 Match
NOR/NOR14937	NewAge	Hanse 470e
CRO/NED2200	Nicol - Maria	S&S 57
NED/NED9100	Nightshift	JV 36 one-off
BUL/BUL46	Nimana	Bavaria CR 46
NOR/NOR14603	Nini Roll	PLATU 25 OD
CAN/CAN47071	Nirvana	First 40.7
NOR/NOR11975	Nirvana	LINJETT 33
NOR/NOR10851	Nirvana	Arcona 400
RSA/RSA888	Nitro	Corby 49
AUT/AUT93	Nixe	ESSE 850
NED/NED7775	Nixe	X-37x1.98
NOR/NOR15187	Njord V	SAFIR
NOR/NOR14736	Nofint II	Bavaria 39 C
TUR/TUR983	Nomos	First Class 7.5
NED/NED8939	Noorman	Ericson 39
NOR/NOR10014	Nora	Sun Fast 37
NOR/NOR15421	Nora	Sun Od 36i
NOR/NOR10804	Norbreez II	First 47.7
NED/NED7014	Norrsken	Wasa 38
NOR/NOR7471	Norte	Scanmar 345
AUS/R226	North Encounter	Northshore 33
NOR/NOR7573	Norwegian spell	SUN MAGIC 44
NED/NED8189	Nosy Roa	Feeling 32DI
NED/NED117	Nothing Box	X-35 OD
AUS/7058	Nouvel Amour	335 Grand Large
CRO/CRO1927	November	Elan 350
NED/NED4994	Numero Uno	GRAND SOLEIL 34.1
RSA/SA7117	Nuthr Witch	Lavranos 34
NED/NED3097	O	Formula One
GRE/GRE915	O PANORMITIS	SEA MINI
ESP/ESP5729_C	O RIAS	SUN FAST 36 (LK)
ITA/ITA16907	O'GUERRIERO	COMET 41S
NOR/NOR14155	O2	Hanse 430 E
NED/NED8837	OB6ION	SUN ODYSSEY 32
ITA/ITA14125	OBELIX	BALTIC 38DP
ITA/ITA15234	OBELIX	IMX 38
ITA/ITA41	OBELIX	X-41
ITA/ITA24074	OBI-WAN	ESTE 24
ITA/ITA16901	OBI-WAN	BAD 37
NED/NED2283	OBSESSION	One off
ITA/ITA16209	OBSESSION	FIRST 45
ITA/ITA009UFO22	OCA GIALLA	UFO 22
AUS/8009	OCCASIONAL COARSE LANG 1	COOKSON 12
AUS/8810	OCEAN GEM	Beneteau M445
ESP/ESP5692_C	OCEANDRIVERS ONE	RO 330 SD
USA/USA28909	OCELOT	FOX 44
SUI/SUI368	OCTOPUS	Granada 27 SD
ESP/ESP7330	ODEAMINOS	BAVARIA 35 MATCH
ESP/ESP10489_C	ODISEA TRES	DUFOUR 325 GL
USA/711	ODYSSEY	S&S 47
NED/NED4465	OFF COURSE	CARTER 3/4 TON
NED/ITA13306	OFFCOURSE	X-362
FRA/FRA9801	OIRRIOR	Sigma 33 OOD
ITA/K4702	OJALA' II	IOR ONE TON
ARG/ARG5705	OJO DE BALLENA	32DUE
ESP/FRA18323	OJO PIOJO	MUMM 30
GRE/GRE49607	OKIROI	FIRST 305
GRE/GRE49249	OKYALOS V	X-3/4 TON
GRE/GRE73	OKYALOS XV	X-35 OD
GRE/GER163	OKYROI II	J 92 
GRE/GRE1838	OKYRROI	BAVARIA 40 C
GER/GER7427	OLA	SEASCAPE 27
ESP/FRA1122	OLALOLA	SPRINT 95
ITA/ITA15442	OLANDESE VOLANTE	FIRST 36.7
ITA/ITAOLAND	OLANDESE VOLANTE	SPRINT 95
ITA/ITA14044	OLD FOX	X-332 SPORT
ITA/ITA35212	OLD FOX 35	X-35 OD
GER/M32187	OLD JUG	MELGES 32 MOD
ITA/ITA115AS99	OLD SIMO	ASSO 99
GER/GER6165	OLE MARIE	HR 312 MK1
NED/NED540	OLIMAR	Waarschip1/2Tx1.65
ESP/ESP7191	OLIMPIA	BAVARIA 38 CR
GER/GER4920	OLLE USE	LUFFE 40
ITA/ITAOLTRE	OLTREMARE	DUFOUR 385 GL
EST/EST463	OLYMPIC	X-41 mod
GRE/GRE49576	ONAR	FIRST 345
ITA/ITA14758	ONDALUNGA	FIRST 40.7
POR/POR347	ONE	FIRST 34.7
GER/GER5331	ONE STEP AHEAD	BH 41
GER/GER7433	ONESPIRIT	ITALIA 9.98
FRA/FRA9765	ONIRIS	SALONA 45 Standard
NED/NED5777	ONYX	X-412 MK II
GER/GER1042	OPAL III	ONE-OFF
NED/NED5921	OPPORTUNIST	Omega 36
ESP/ESP8440	ORAL GROUP	SALONA 37
ESP/ESP1855_C	ORBALLO	CIRRUS 3/4
GRE/GRE523	ORCA	J-80
POL/PZ83	ORION	Rasmussen
ITA/ITA13390	ORION	FIRST 40.7
ESP/ESP7582_C	ORION UNO	SERVIOLA 26
ITA/ITA16054	ORIONE	GRAND SOLEIL 45 JV
ITA/ITA17199	ORIZZONTE	XP-44
ITA/ITAORSET	ORSETTA TRE	ELAN 40
ITA/ITA17183	ORSO BRILLO	GRAND SOLEIL 45 JV
AUS/AUS5299	OSKANA	COOKSON 50
GER/SWE20001	OSPA	VO60 2.5TWASSERBAL
ITA/ITA124J24	OSSODURO	J-24
GER/ORC4345	OSTWIND	X-362 SPORT
GER/GER6448	OTAGO	X-332
ITA/ITA16213	OTARIA	COMET 38 S
ITA/ITA9244	OTARIA	CANADOS 33
ESP/ESP2536_C	OTRO	PROTOTIPO
ESP/ESP929_C	OTTO	J 80
FRA/FRA37937	OURSY	ELAN 350 DK
GRE/GRE49128	OUSYRA	X-102
ITA/ITA14635	OUT OF THE BLUE	SUN FAST 40
ITA/ITA14960	OUTLAW	CLASS 33
GER/GER5676	OUTSIDER	ELLIOT 52 SS
NED/NED2762	OVERDRIVE	Extension
ITA/RUS18306	OVERWIND	FARR 30
GRE/GRE70	OXYGONON	X-35 OD
ESP/ESP7164	OZU 2	DUFOUR 334 TROPHY
ISR/ISR391	Ocean 1	Bavaria 39C 
CRO/CRO2598	Ocean Queen	Sun Odissey 54 DS
NOR/NOR10861	Octarine	Finngulf 28
ISR/ISR396	Odelia 1	Bavaria Cruiser 39
NOR/NOR7340	Odrik II	CONTRAST 362
NED/NED8723	Off line	Pion 
NED/NED8675	OffRoad	First 27.7
CRO/CRO40	Ola	Class 40
NOR/NOR8801	Ollie	FINNGULF 37/38
NED/NED8844	OlympiX	X-4
NED/NED8891	Olympia	BAVARIA 42
ISR/ISR377	Omaya	Bavaria CR 37
NED/GBR621	Ondeugd	Corby 36
NED/GBR621R	Ondeugd	Corby 36
CRO/CRO1656	One	Salona 34
NED/NED8283	One	Waarschip 700LD
NED/NED8825	One Design	Tirion
TUR/TUR2501	OneDesign	Farr 25 OD
NED/NED7700	Oorsprong	First 36.7
NED/NED7826	Optie	First 31.7
ISR/ISR112	Oran Almog	Sonar
CRO/CRO1177	Orca	First 40.7
NOR/NOR9814	Oriana	BAVARIA 34
NED/NED8945	Orion	Bonita 767
CRO/CRO1928	Oscar	Elan 350
NED/NED7645	Osprey	Salona 37
NOR/NOR14211	Othilie	Bavaria 46 Mod.
NOR/NOR13558	Otilie	Oceanis 40
NED/NED6861	Otter	Breehorn 44
NOR/NOR10701	Out Of Office	FIRST 36.7
NOR/NOR9131	Overload	Elliott 9SS
NED/NED6371	Overruled	One off
NLS/NED7218SH	Overstag	Elan 40x2.05
NED/NED7218	Overstag	Elan 40x2.05
CAN/USA39118	Oxomoxo	Swan 391
ESP/ESP10017_C	PACHARAN	FORTUNA 9
GER/D34540	PADEDÖ LIKEDEHLER	DEHLER 34
ESP/ESP10472_C	PAGAMAR	SUN 2000
ESP/ESP8413	PAJUELIN XIII BENIDORM	SALONA 37 LK
ITA/ITA16527	PAKA' A	FIRST 27.7 BG
ESP/ESP10281_C	PALACOST	FEELING  850 STD
POL/POL929	PALLAS	Conrad 24
ITA/ITA808J80	PALLAS	J-80 OD
ESP/BEL1589_C	PALLIETER V	X-34
ITA/ITA15864	PALUCK III	CLASS 33
ESP/ESP828_C	PAMPEON	MANZANITA
USA/USA0	PANACHE	FRERS & CYBILS 44
GRE/GRE49439	PANEFI II	HOOD 38
GRE/GRE1832	PANIC	SUN ODYSSEY 40
GRE/GRE3762	PANORMITIS	FIRST 41S5
GRE/GRE4963	PANOS GOLEMIS	ONE OFF
ESP/ESP10065_R	PANTALAN ZERO	DUFOUR 36 P
ESP/ESP10065	PANTALAN ZERO	DUFOUR 36 P
ESP/ESP10509_C	PANXUT	FEELING 720
ESP/ESP7069_C	PAO III	FIRST 36.7
ITA/ITA1037E22	PAOLA	ETCHELLS 22
ITA/USA102	PAOLA	MELGES 30 MOD
ESP/ESP7331_C	PAPAGENO	NORTHWIND 35
ITA/ITA7746	PAPAYA	COMET 910
ITA/ITA16295	PAPEROGA	GRAND SOLEIL 40 R
POR/POR02	PARALELO 32	OCEANIS 323
GRE/GRE1275	PARALOS	ELAN 340
ESP/ESP8235	PARANA	FIRST 235
ESP/ESP6283_C	PARIPE DOS 	LEGEND 40.5 
ITA/ITA16264	PARTENOPE	OCEANIS 393
FRA/FRA9004	PARTY TIME	YOUNG ROCKET 31
ITA/ITAPARVA	PARVA SED APTA MIHI	SUN ODYSSEY 32.2
ESP/ESP9681	PASSION 4	HANSE 470 E
GER/GER6688	PASSION X	XP-38
ITA/ITA16987	PASTIS	COMET 31 S
ARG/ARG4701	PATAGONIA 3	BNT367
ESP/ESP6512_C	PATAPALO III	BAVARIA 36
GER/GER7498	PATENT 4	ITALIA 9.98
AUS/360	PATRICE	KER 46
ITA/ITA15470	PATRICIA	FIRST 34.7 MOD.
USA/93620	PATRIOT	TARTAN 4100
SUI/SUI243	PAUA	Dehler 35SQ
ESP/MON777	PAUL CHIMENE	SUN FAST 3200 Sdt
ESP/ESP10494_C	PAULA	OCEANIS 390
FRA/FRA28747	PAULICK	JPK 960 Sym & Asym
GER/GER6155	PAX	IMX-40
GER/GER7585	PEANUTX	X-46
ESP/ESP9778_C	PECATA MINUTA	PUMA 27
POR/POR8000	PEDE VENTO 	ELAN 40
GRE/GRE970	PEGA	X-362 Sport
GRE/GRE49461	PELAGINI	MOODY 33
GRE/GRE922	PELISSIMA	FIRST 38
GER/ORC213	PELLPOT	GRANADA 27
ITA/ITAPENDU	PEN DUICK	TE'SALT
ITA/ITAPENGU	PEN GUEN	BRIN DE FOLIE
FRA/FRA39655	PEN HIR II	SUN LIGHT 31 GTE
TUR/TUR25003	PENDİK YELKEN 1	PLATU 25
TUR/TUR25002	PENDİK YELKEN 2	PLATU 25
ITA/ITA4539	PENELOPE	PROTO
ESP/ESP7194	PENEQUE	FIRST 36.7
ESP/ESP6803_C	PENIZAS	FIRST 260 SPIRIT
ITA/ITA1395	PEPE	MAXI 95
ITA/ITAPEPEC	PEPECUBE	LEADER 31
ITA/ITA17366	PEPERITA	GRAND SOLEIL 39
ESP/ESP8748	PEPINO FLOC	MALBEC 360 QB
ESP/ESP9812	PEQUOD II	DEHLER 36 CWS (DK)
GRE/GRE1191	PERAN	NAJAD 320
ARG/ARG5586	PEREGRINO	Mastracchio 28,5
ARG/ARG5448	PERICLES II	PANDORA 31
GRE/GRE898	PERIPETIA	OCEANIS 390
ITA/ITA17080	PERLA NERA	FIRST 36.7
FRA/H1410	PERSEPHONE	STANDFAST 37/TINA
ITA/ITA11266	PERVINCA	IOR 3/4 TON
NED/NED1514	PESCADOR	Cormoran
ESP/ESP7932	PESTAÑEO	A-35
ITA/ITA24106	PESTENERA	ESTE 24
ITA/ITA13005	PESTIFERA	ESTE 39
ITA/ITA16078	PESTIFERA 2	DUFOUR 44
GER/GER4000	PETER VON DANZIG	NISSEN 55
FRA/FRA35242	PETIT PRINCE 2	BAV-35 Match Q MK2
ESP/ESP25122	PETRILLA	FARR PLATU 25
ITA/ITA16535	PETRILLA	FIRST 35
ESP/ESP3036	PETROUCHKA II	PUMA 34
ESP/ESP5570	PETROUCHKA III	PROTO 40
ESP/ESP5570_R	PETROUCHKA III	PROTO 40
ESP/ESP25473	PETRUS-K	FARR PLATU 25
ESP/ESP4225	PEZ DE ABRIL	SWAN 42 CS
AUT/AUT361	PFEIL 2	X-99
NED/NED8385	PH III	CONTEST 72CS (MOD)
ITA/ITA16124	PHANTOMAS	ELAN 410
ITA/GER7648	PHELIA	ICE33
GER/BOD1435	PHIA	SURPRISE
AUS/MH20	PHILOSOPHERS	COOKSON 12m
ESP/FRA32662_C	PHILOXENE	DUFOUR 40
GER/GER6007	PHOENIX	X-332
GER/GER7112	PHOENIX	X-412
ESP/RUS2288	PHOENIX	KER 60
GRE/GRE49158	PHOEVIE	FIRST 325
USA/35022	PHOTON	1D 35
NOR/NOR3671	PIA II	COMFORTINA 32
ITA/ITA24037	PICCOLA PESTE	ESTE 24 OD
ITA/ITA301J24	PICCOLO DIAVOLO	J-24
FRA/FRA9010	PICHENETTE	GIB SEA 90 Plus
ITA/ITA14737	PICKA II	ELAN 37
FRA/FRA38321	PICKWICK	J-97 Alu
ITA/ITA10972	PIERROT	FIRST 32
ITA/ITA5910	PIERROT LUNAIRE	PIERROT 9.16
ITA/ITA16170	PIERSERVICE LUDUAN	GRAND SOLEIL 46 BC
ITA/ITAPIKI	PIKI	HANSE 400
ESP/ESP9614	PIKO NORTE	BAVARIA 32/1.80 CR
ESP/GER5880	PILLABAN	A-35
ESP/ESP983_C	PILOLO VII	J 80
NOR/NOR13975	PING	A31
ESP/ESP3560	PINGON	DUETTA 94
GER/LA281	PINK MARTINI	LA28
GER/GER5781	PINK X	X-35 OD
ESP/ESP9926_C	PINTO TERCERO	GP 26
ESP/ESP6603_C	PIONENE	BAVARIA 38 CR
TUR/TUR1109	PIRANHA	EGE 26
ESP/ESP8872	PIROPO	GRAND SOLEIL 45
GRE/GRE1460	PITHEAS	SUN ODYSSEY 33.1
NOR/NOR15640	PIVO	Seascape 24
FRA/FRA17416	PIVOINE	RUSH Gte
GRE/GRE9536	PIX-LAX III	BH 36
USA/USA52380	PLAYMOBIL	C&C 110 SD
ESP/ESP6618_C	PLUMA HIERRO	FIRST 285 Q.B.
GRE/GRE1621	POCKET ROCKET	UFO 27
GER/GER6003	POGO 2	POGO 40 CR
ITA/ITA4033	POKEKIAKKIERE	ELAN 340
ITA/ITA3380	POLEMIQUE 2	DELTA 84
ITA/ITA10511	POLLUCE	IOR 1/2 TON
ESP/ESP10393	POLO III	DUFOUR 40
ITA/ITA13474	POLYANN UNIBA	FIRST 40.7
FRA/FRA36781	POMINO VII	FIRST 34.7 DK
ITA/ITA16016	POQUITO	FIRST 40.7 MOD.
ITA/ITA15714	POQUITO III	SUN ODYSSEY 32
ESP/ESP8707	POR FIN 3	X-35
ESP/ESP10130_C	PORT BO I	SUN ODYSSEY 29.2
ITA/ITAPORTAM	PORTAMI VIA	FIRST 21.7
ESP/ESP1685_C	PORTO PI	CIRRUS 3/4
GRE/GRE883	POSEIDON	FIRST 38 S5
GRE/GRE2	POSEIDON	IMX-38
ITA/ITA17045	POSEIDON	GRAND SOLEIL 43F
TUR/TUR1555	POSEIDON YELKEN 1	PLATU 25 OD
TUR/TUR1666	POSEIDON YELKEN 2	PLATU 25 OD
ESP/ESP7613	POTOL 2	SUN FAST 40.3
GER/GER6547	POUR ELLE	DOLPHIN 81 MOD
ITA/ITA15322	PRAGMA	FIRST 36.7
ESP/ESP6822_C	PRAMNOS	DUFOUR 40
NED/NED5533	PRETENDER	Waarschip 28 LD
AUS/545	PRETTY WOMAN	FARR45
ITA/ITA168	PRIMA VISTA	ICE 52
ITA/ITA28282	PRINCE S	NAUTICAT 43
SUI/SUI9911	PRINCIP-ESSE	ESSE 990
SUI/SUI9911_O	PRINCIP-ESSE_OFF	ESSE 990
ITA/ITA13130	PROFILO	IMX 38
ITA/ITA11089	PROFUMO	PROTO
POR/ESP8377_R	PROJECT 03	VROLIJK 37
ARG/URU5555	PROMETEO	IRC 305
FRA/FRA43898	PRONTO	ELAN 37 GTE
ITA/ITA16335	PROSPETTICA	COMET 41S
ITA/ITA14070	PROTEINA	PICCO 25
ITA/ITA15374	PRYDWEN	ZIGGURAT 9.16
ESP/ESP1115	PUERTO SHERRY II	J 80
ESP/ESP907	PUERTO SHERRY-AGERUL	J80
ESP/ESP8139_R	PULPO NEGRO	DUFOUR 34
ESP/ESP8139	PULPO NEGRO	DUFOUR 34
ARG/ARG5626	PULSION 	MM 35
GER/GER6719	PUNTA D'ORO	SALONA 38
ESP/ESP1013	PUNTA HERMINIA	J 80
ITA/ITA504J24	PUNTO J	J-24
ARG/ARG2119	PURA CEPA	MIURA 31
NED/NED2012	PURA VIDA	Pion (OOD)
ITA/ITA15800	PURA VIDA	FIRST 34.7
ITA/ITA17262	PURA VIDA II	TANGO 30
ESP/ESP7376	PURPLE HOTEL-CNSA	J 92 S
GER/GER4477	PYLEIA	ONE OFF
NED/GBR1032	Pacemaker	Roger 36
NOR/NOR15367	Pacer	Pacer 310
RSA/RSA271	Pacer 1	Pacer 27 Sport
RSA/RSA272	Pacer 2	Pacer 27 Sport
RSA/RSA273	Pacer 3	Pacer 27 Sport
RSA/RSA274	Pacer 4	Pacer 27 Sport
AUS/Aus223	Pacesetter	11 Metre OD
NED/NED3104	Pagan	Zeester
NED/NED8942	Pallas	Feeling 286s 
RSA/RSA1245	Pallucci	Simonis 35 mod.
